NOME;CONCESSION;ANO_OPERA;TENSAO;LONGITUDE;LATITUDE;CD_MUN;CPU
SE Maringá;COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A;1984;230/138/34,5;0;0;
SE Marituba;MARITUBA - MARITUBA TRANSMISSÃO DE ENERGIA S A;2020;500/230/69;0;0;
SE Marmeleiro 2;TSLE - TRANSMISSORA SUL LITORÂNEA DE ENERGIA S.A.;2014;525;0;0;
SE Mascarenhas;EVRECY - EVRECY PARTICIPAÇÕES LTDA;2006;230/138;0;0;
SE Marechal Mascarenhas de Morais (Peixoto);FURNAS - Furnas Centrais Elétricas S.A.;1956;345/138;0;0;
SE Matatu;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;230/69;0;0;
SE Mesquita;CEMIG - Companhia Energética de Minas Gerais;-;500/230;0;0;
SE Messias;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;500/230;0;0;
SE Miguel Reale;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista;-;345/88/20;0;0;
SE Milagres;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;500/230/69;0;0;
SE Milton Fornasaro;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista;-;345/88;0;0;
SE Miracema;ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A;-;500/138;0;0;
SE Miranda II;ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A;-;500/230/138/69;0;0;
SE Mirassol II;IEP - INTERLIGAÇÃO ELÉTRICA PINHEIROS S.A;2011;440/138;0;0;
SE Mirueira;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;230/69;0;0;
SE Mirueira II;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;2016;230/69;0;0;
SE Mogi;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista;-;230/88;0;0;
SE Mogi das Cruzes;FURNAS - Furnas Centrais Elétricas S.A.;1964;345/230;0;0;
SE Mogi Mirim 3;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista;-;440/138;0;0;
SE Monte Claro;ELETROSUL - ELETROSUL Centrais Elétricas S.A.;2004;230;0;0;
SE Montes Claros 2;CEMIG - Companhia Energética de Minas Gerais;1973;345/138;0;0;
SE Morro Agudo;CPFL TRA MORRO AGUDO - CPFL TRANSMISSÃO MORRO AGUDO SA;2017;500/138;0;0;
SE Morro do Chapéu II;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;2017;500/230;0;0;
SE Mossoró II;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;230/69;0;0;
SE Mussuré II;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;230/69;0;0;
SE N.S. do Socorro;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;2019;230/69;0;0;
SE Narandiba;SE NARANDIBA - SE NARANDIBA S.A.;2011;230/69;0;0;
SE Natal II;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;230/69;0;0;
SE Neves 1;CEMIG - Companhia Energética de Minas Gerais;1979;500/345/138/13,8;0;0;
SE Nilo Peçanha;LIGHT GT - LIGHT ENERGIA S.A;1953;230/138;0;0;
SE Niquelândia;FURNAS - Furnas Centrais Elétricas S.A.;1999;230/69;0;0;
SE Nobres;ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A;2001;230/138;0;0;
SE Nordeste;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista;-;345/88;0;0;
SE Norte;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista;-;345/88;0;0;
SE Nova Era 2;CEMIG - Companhia Energética de Minas Gerais;-;230;0;0;
SE Nova Iguaçu;LTTE - Linhas de Taubaté Transmissora de Energia;2017;500/345/138;0;0;
SE Nova Mutum;ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A;-;230/69;0;0;
SE Nova Ponte;CEMIG GT - CEMIG GERAÇÃO E TRANSMISSÃO S.A;1988;500;0;0;
SE Nova Porto Primavera;PORTO PRIMAVERA - Porto Primavera Transmissora de Energia S/A.;2006;440/230;0;0;
SE Nova Prata 2;CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica;-;230/69;0;0;
SE Nova Santa Rita;ELETROSUL - ELETROSUL Centrais Elétricas S.A.;2006;525/230;0;0;
SE Oeste;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista;-;440/88;0;0;
SE Olindina;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;500/230;0;0;
SE Onça Puma;OURILANDIA - OURILANDIA DO NORTE TRANSMISSORA DE ENERGIA S.A.;-;230/138;0;0;
SE Oriximiná;MACAPA TRA - LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA SA;2013;500/230/138/15,5;0;0;
SE Osório 3;CPFL SUL II - CPFL TRANSMISSÃO DE ENERGIA SUL II LTDA.;2023;230;0;0;
SE Padre Fialho;MONTES CLAROS - LINHAS DE TRANSMISSAO DE MONTES CLAROS LTDA;2013;345/138/20;0;0;
SE Palhoça (ELETROSUL);ELETROSUL - ELETROSUL Centrais Elétricas S.A.;-;230/138;0;0;
SE Palmas;MIRACEMA - MIRACEMA TRANSMISSORA DE ENERGIA ELETRICA S/A;2019;230/138;0;0;
SE Palmeiras;CELG - GT - CELG GERAÇÃO E TRANSMISSÃO S/A;1996;230/69;0;0;
SE Paracatu 4;SMTE - Serra da Mesa Transmissora de Energia S/A.;2008;500/138;0;0;
SE Paraguaçu Paulista 2;-;2015;230/88;0;0;
SE Paraíso (RN);CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;2004;230/138;0;0;
SE Paranaíba;CELG - GT - CELG GERAÇÃO E TRANSMISSÃO S/A;-;230/69;0;0;
SE Paranaíta;MATRINCHA - MATRINCHA TRANSMISSORA DE ENERGIA S A;2015;500/138;0;0;
SE Paranatinga;MATRINCHA - MATRINCHA TRANSMISSORA DE ENERGIA S A;2016;500/230;0;0;
SE Parigot Souza;COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A;1996;230/138;0;0;
SE Parintins;PARINTINS AMAZONAS - PARINTINS AMAZONAS TRANSMISSORA DE ENERGIA S.A.;2023;230/138;0;0;
SE Passo Fundo;ELETROSUL - ELETROSUL Centrais Elétricas S.A.;1973;230/138;0;0;
SE Passo Real;CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica;1973;230/138;0;0;
SE Pato Branco;COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A;1989;230/138/34,5;0;0;
SE Pau Ferro;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;500/230/69;0;0;
SE Paulo Afonso III;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;230;0;0;
SE Paulo Afonso IV;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;500/230;0;0;
SE Peixe 2;INTESA - INTEGRAÇAO TRANSMISSORA DE ENERGIA S.A;2008;500;0;0;
SE Pelotas 3;CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica;-;230/138/13,8;0;0;
SE Penedo;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;230/69;0;0;
SE Pici II;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;2005;230/69;0;0;
SE Picos;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;230/69;0;0;
SE Pilarzinho;COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A;-;230/69/13,8;0;0;
SE Pimenta;CEMIG - Companhia Energética de Minas Gerais;-;345/138;0;0;
SE Pimenta Bueno;ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A;2008;230/138;0;0;
SE Pinhalzinho 2;FOTE - FRONTEIRA OESTE TRANSMISSORA DE ENERGIA SA;2018;230/138;0;0;
SE Piraju;CBA - Companhia Brasileira de Aluminio;2002;230;0;0;
SE Pirapama II;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;230/69;0;0;
SE Pirapora 2;SPTE - Serra Paracatu Transmissora de Energia S/A.;2009;500/345/138;0;0;
SE Piratininga;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista;-;230/88;0;0;
SE Piratininga 2;IEP - INTERLIGAÇÃO ELÉTRICA PINHEIROS S.A;2011;345/88;0;0;
SE Pirineus;FURNAS - Furnas Centrais Elétricas S.A.;2006;345/230;0;0;
SE Piripiri;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;230/138/69/13,8;0;0;
SE Pirituba;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista;-;230/88;0;0;
SE Vitória;FURNAS - Furnas Centrais Elétricas S.A.;1977;345/138;0;0;
SE Pituaçu;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;230/69;0;0;
SE Planalto;CELG - GT - CELG GERAÇÃO E TRANSMISSÃO S/A;-;230/69;0;0;
SE Poções II;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;2019;500/230;0;0;
SE Pólo Petroquímico;CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica;-;230/69/34,5;0;0;
SE Ponta Grossa Sul;COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A;-;230/138/34,5;0;0;
SE Ponta Grossa Norte;COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A;-;230/138/34,5;0;0;
SE Ponte de Pedra;ENGIE - ENGIE BRASIL ENERGIA SA;2005;230/13,8;0;0;
SE Porto Alegre 1;ELETROSUL - ELETROSUL Centrais Elétricas S.A.;-;230/69;0;0;
SE Porto Alegre 8;CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica;2008;230/69;0;0;
SE Porto Alegre 4;CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica;-;230/13,8;0;0;
SE Porto Alegre 9;CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica;-;230/69/13,8;0;0;
SE Porto Alegre 6;CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica;-;230/69/13,8;0;0;
SE Porto Alegre 10;CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica;-;230/69/13,8;0;0;
SE Jardim Botânico;TESB - TRANSMISSORA DE ENERGIA SUL BRASIL;2019;230/69;0;0;
SE UHE Porto Colômbia;FURNAS - Furnas Centrais Elétricas S.A.;1973;345/138;0;0;
SE Porto Estrela;PORTO ESTRELA - Consorcio AHE Porto Estrela;2001;230/13,8;0;0;
SE Porto Franco;ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A;-;230/138/69;0;0;
SE Porto Velho;ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A;-;230/69;0;0;
SE Posto Fiscal;COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A;2007;230/138/13,8;0;0;
SE Povo Novo;TSLE - TRANSMISSORA SUL LITORÂNEA DE ENERGIA S.A.;2014;525/230;0;0;
SE Presidente Dutra;ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A;-;500/230/69/13,8;0;0;
SE Presidente Juscelino;MANTIQUEIRA TRANSMIS - MANTIQUEIRA TRANSMISSORA DE ENERGIA S.A.;2021;500/345;0;0;
SE Quinta;CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica;-;230/138/69/13,8;0;0;
SE Quixadá;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;2003;500;0;0;
SE Ramom Reberte Filho;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista;-;345/88;0;0;
SE Ratones;IE BIGUAÇU - INTERLIGAÇÃO ELÉTRICA BIGUAÇU S.A.;2022;230/138;0;0;
SE Realeza Sul;COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A;2017;230/138;0;0;
SE Recife II;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;500/230/13,8;0;0;
SE Ribeirão;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;230/69;0;0;
SE Ribeirãozinho;ITE - Itumbiara Transmissora de Energia S/A.;2006;500/230;0;0;
SE Ribeirão Preto;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista;-;500/440/138;0;0;
SE Ribeiro Gonçalves;ATE II - ATE II TRANSMISSORA DE ENERGIA S.A;2006;500/230/69;0;0;
SE Rio Branco I;ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A;-;230/138/69/13,8;0;0;
SE Rio das Éguas;TAESA - TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S A;2003;500;0;0;
SE Rio Largo II;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;230/69;0;0;
SE Rio Novo do Sul;ETC CAPIXABA - ETC - EMPRESA TRANSMISSORA CAPIXABA S.A.;2019;500/345/138;0;0;
SE Rio Verde Norte;ITE - Itumbiara Transmissora de Energia S/A.;2006;500;0;0;
SE Rondonópolis;ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A;-;230/138/13,8;0;0;
SE Rurópolis;ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A;-;230/138;0;0;
SE Russas II;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;230/69;0;0;
SE Salto;IESJ - Interligação Elétrica Serra do Japi S.A.;2012;440/88;0;0;
SE Salto Grande;DUKE ENERGY - Duke Energy Internacional - Geração Paranapanema;1958;230/88;0;0;
SE Salto Osório;ELETROSUL - ELETROSUL Centrais Elétricas S.A.;-;230/69;0;0;
SE Salto Santiago;ELETROSUL - ELETROSUL Centrais Elétricas S.A.;1980;525;0;0;
SE Samuel;ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A;-;230;0;0;
SE Santa Bárbara d´Oeste;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista;-;440/138/13,8;0;0;
SE Santa Cabeça;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista;-;230/88;0;0;
SE Santa Cruz 1;CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica;-;230/69/13,8;0;0;
SE Santa Maria;ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A;-;230/138/69;0;0;
SE Santa Maria 3;CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica;-;230/138/69;0;0;
SE Santa Marta;CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica;-;230/138/69/44/13,8;0;0;
SE Santa Mônica;COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A;2007;230/69;0;0;
SE Santa Rita II;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;2012;230/69;0;0;
SE Santa Rosa 1;CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica;-;230/69;0;0;
SE Santa Vitoria do Palmar 2;TSLE - TRANSMISSORA SUL LITORÂNEA DE ENERGIA S.A.;2014;525/138;0;0;
SE Santana do Araguaia;ENERGISA PARÁ - ENERGISA PARÁ TRANSMISSORA DE ENERGIA I SA;2020;230/138;0;0;
SE Santo Angelo;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista;-;440/345/138;0;0;
SE Santo Angelo 2;CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica;-;230/69;0;0;
SE Santo Antônio de Jesus;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;230/69;0;0;
SE São Borja 2;CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica;-;230/69/23;0;0;
SE São Gonçalo do Pará;CEMIG GT - CEMIG GERAÇÃO E TRANSMISSÃO S.A;1998;500/138;0;0;
SE São Gotardo 2;CEMIG - Companhia Energética de Minas Gerais;-;500/345/138;0;0;
SE São João do Piauí;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;500/230;0;0;
SE São José;FURNAS - Furnas Centrais Elétricas S.A.;1993;500/138;0;0;
SE São José dos Campos;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista;-;230/88;0;0;
SE São Luis II;ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A;-;500/230/18,3;0;0;
SE São Mateus do Sul;COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A;-;230/34,5;0;0;
SE São Simão;CEMIG - Companhia Energética de Minas Gerais;-;500;0;0;
SE São Vicente do Sul;CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica;-;230/69;0;0;
SE Sapeaçu;TAESA - TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S A;2003;500/230;0;0;
SE Sarandi;COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A;2006;230/138;0;0;
SE Sarzedo;MANTIQUEIRA TRANSMIS - MANTIQUEIRA TRANSMISSORA DE ENERGIA S.A.;2023;345;0;0;
SE Scharlau;CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica;-;230/138/69/23;0;0;
SE Senhor do Bonfim II;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;230/138/69;0;0;
SE Serra da Mesa 2;INTESA - INTEGRAÇAO TRANSMISSORA DE ENERGIA S.A;2008;500;0;0;
SE Sete Lagoas 4;SETE LAGOAS - SETE LAGOAS TRANSMISSORA DE ENERGIA LTDA;2014;345/138;0;0;
SE Siderópolis;ELETROSUL - ELETROSUL Centrais Elétricas S.A.;-;230/69;0;0;
SE Sidrolândia 2;BRILHANTE - Brilhante Transmissora de Energia Ltda;2010;230/138;0;0;
SE Silves;MANAUS TR - MANAUS TRANSMISSORA DE ENERGIA S.A;2013;500/138/20;0;0;
SE Sobradinho;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;1979;500/230;0;0;
SE Sobral II;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;230/69;0;0;
SE Sobral III;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;500/230;0;0;
SE Sorriso;ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A;-;230/69;0;0;
SE Suape II;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;2012;500/230;0;0;
SE Samambaia;FURNAS - Furnas Centrais Elétricas S.A.;1998;500/345/138;0;0;
SE Sul;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista;-;345/88;0;0;
SE Sumaré;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista;-;440/138/13,8;0;0;
SE Taquaruçu;DUKE ENERGY - Duke Energy Internacional - Geração Paranapanema;1992;440/138;0;0;
SE Tapajós 2;EQUATORIAL 8 - EQUATORIAL TRANSMISSORA DE ENERGIA 8 SPE;2020;230/138;0;0;
SE Tapera 2;CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica;2005;230/69;0;0;
SE Taquara;CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica;-;230/138/13,8;0;0;
SE Taquaril;CEMIG - Companhia Energética de Minas Gerais;1976;345/230/138;0;0;
SE Tauá II;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;2007;230/69;0;0;
SE Taubaté;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista;-;500/440/230/138;0;0;
SE Teresina;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;230/69/13,8;0;0;
SE Fortaleza;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;230/69;0;0;
SE Teresina III;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;2017;230/69;0;0;
SE Leste;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista;-;345/88;0;0;
SE Tijuco Preto;FURNAS - Furnas Centrais Elétricas S.A.;1982;765/500/345;0;0;
SE Timóteo 1;CEMIG - Companhia Energética de Minas Gerais;-;230/13,8;0;0;
SE Aperam;APERAM INOX AMÉRICA DO SUL S.A.;-;230/69/13,8;0;0;
SE Timóteo 2;TIMOTEO MESQUITA - EMPRESA DE TRANSMISSÃO TIMÓTEO MESQUITA LTDA;2022;230/69;0;0;
SE Tacaimbó;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;230/69;0;0;
SE Tomé-Açu;ETEPA - ETEPA - EMPRESA TRANSMISSORA DE ENERGIA DO PARA S.A.;2023;230/138;0;0;
SE Torres 2;LITORAL SUL - LITORAL SUL TRANSMISSORA DE ENERGIA LTDA;2022;230/69;0;0;
SE Transamazônica;ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A;-;230/34,5;0;0;
SE Três Irmãos;TIJOA - TIJOA PARTICIPAÇÕES E INVESTIMENTOS S.A.;1993;440/138;0;0;
SE Três Marias;CEMIG GT - CEMIG GERAÇÃO E TRANSMISSÃO S.A;1962;345/289/138;0;0;
SE Trindade;GOIAS TRA - GOIAS TRANSMISSAO SA;2013;500/230;0;0;
SE Tucuruí;ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A;-;500/230/138/69;0;0;
SE Uberaba;COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A;-;230/69/13,8;0;0;
SE Umbará;COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A;-;230/69;0;0;
SE Conversora Uruguaiana;ELETROSUL - ELETROSUL Centrais Elétricas S.A.;-;230/132/13,8;0;0;
SE Charqueadas;ELETROSUL - ELETROSUL Centrais Elétricas S.A.;-;230/69/34,5;0;0;
SE Utinga;ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A;-;230/69;0;0;
SE Varginha 4;MANTIQUEIRA TRANSMIS - MANTIQUEIRA TRANSMISSORA DE ENERGIA S.A.;2023;345/138;0;0;
SE Várzea da Palma 1;CEMIG - Companhia Energética de Minas Gerais;1965;345/138;0;0;
SE Venâncio Aires;CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica;-;230/69;0;0;
SE Venda das Pedras;PEDRAS TRA - PEDRAS TRANSMISSORA DE ENERGIA LTDA;2010;345/138;0;0;
SE Veracel;-;-;230;0;0;
SE Vespasiano 2;CEMIG - Companhia Energética de Minas Gerais;2003;500/138;0;0;
SE Viamão 3;TESB - TRANSMISSORA DE ENERGIA SUL BRASIL;2016;230/69;0;0;
SE Viana;FURNAS - Furnas Centrais Elétricas S.A.;2005;345/138;0;0;
SE Viana 2;MGE TRA - MGE TRANSMISSO SA;2014;500/345;0;0;
SE Videira;ATE VI - ATE VI - Campos Novos Transmissora de Energia S.A.;2009;230/138;0;0;
SE Vila do Conde;ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A;-;500/230/69/13,8;0;0;
SE Vila Maria;CPFL SUL II - CPFL TRANSMISSÃO DE ENERGIA SUL II LTDA.;2022;230/138;0;0;
SE Vilhena;ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A;2008;230/69/34,5/22/13,8;0;0;
SE Volta Grande;CEMIG GT - CEMIG GERAÇÃO E TRANSMISSÃO S.A;1974;345/13,8;0;0;
SE Xanxerê;ELETROSUL - ELETROSUL Centrais Elétricas S.A.;-;230/138;0;0;
SE Xavantes;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista;-;345;0;0;
SE Xavantes;CELG - GT - CELG GERAÇÃO E TRANSMISSÃO S/A;-;230/138;0;0;
SE Xingó;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;500/18;0;0;
SE Xingu;XINGU TRA - LINHAS DE XINGU TRANSMISSORA DE ENERGIA SA;2013;500/230;0;0;
SE Osório 2;CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica;-;230/138/69;0;0;
SE Porto Alegre 13;CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica;-;230/13,8;0;0;
SE Miltônia III (Paragominas);Vale;-;230;0;0;
SE Siderópolis 2;EDP ALIANCA - EDP TRANSMISSAO ALIANCA SC S.A.;2021;500/230;0;0;
SE Londrina;COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A;1984;230/138;0;0;
SE Segredo;COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A;1992;500;0;0;
SE Miramar;ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A;2016;230/69;0;0;
SE Guarita;CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica;-;230/69/23;0;0;
SE Canoas 1;CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica;-;230/23;0;0;
SE Complexo Industrial Automotivo de Gravataí;CEEE GT;-;230/23;0;0;
SE Campo Comprido;COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A;-;230/69/13,8;0;0;
SE Siderúrgica Guaíra;-;-;230;0;0;
SE Santa Quitéria;CAIUÁ TRANSMISSORA - CAIUÁ TRANSMISSORA DE ENERGIA S.A;2014;230/69/13,8;0;0;
SE Salto Caxias;COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A;1999;500;0;0;
SE Imperatriz;ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A;-;500/230/69/13,8;0;0;
SE São Luís I;ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A;-;230/69;0;0;
SE São Luís III;ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A;2010;230/69;0;0;
SE Uruguaiana 5;CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica;-;230/69;0;0;
SE Anhanguera;EDP GOIAS - EDP TRANSMISSÃO GOIÁS S.A.;-;230/138/69;0;0;
SE Goiânia Leste;CELG - GT - CELG GERAÇÃO E TRANSMISSÃO S/A;-;230/13,8;0;0;
SE Carbocloro;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista;2004;230/138/13,8;0;0;
SE Petrobras Cubatão;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista;2009;230;0;0;
SE Bom Jesus da Lapa;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;230/69;0;0;
SE João Monlevade 2;CEMIG - Companhia Energética de Minas Gerais;-;230/69;0;0;
SE Joairam;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;2006;230/69;0;0;
SE Brasnorte;BRASNORTE - BRASNORTE TRANSMISSORA DE ENERGIA S.A.;2009;230/138;0;0;
SE Coteminas;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;2009;230/13,8;0;0;
SE Cotegipe;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;230/69;0;0;
SE Peritoró;ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A;-;230/69;0;0;
SE Repar;COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A;2009;230/69;0;0;
SE UTE Fernando Gasparian;PETROBRAS - Petroleo Brasileiro S.A;-;230/13,8;0;0;
SE Ford;AFLUENTE TRANSMISSÃO - Afluente Transmissão de Energia Elétrica SA;-;230/13,8;0;0;
SE Itagibá;AFLUENTE TRANSMISSÃO - Afluente Transmissão de Energia Elétrica SA;2009;230;0;0;
SE Goianinha;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;230/69;0;0;
SE Usiminas;-;-;230;0;0;
SE Itabaianinha;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;-;230/69;0;0;
SE Itapebi;CHESF - CHESF - Companhia Hidro Elétrica do São Francisco;2003;230/13,8;0;0;
SE Cia. Siderúrgica do Atlântico;CSA - Thyssenkrupp CSA Siderurgica do Atlântico;2011;500/138/13,8;0;0;
SE Zona Oeste;FURNAS - Furnas Centrais Elétricas S.A.;2011;500/138;0;0;
SE Rio Verde;FURNAS - Furnas Centrais Elétricas S.A.;1975;230/138;0;0;
SE Rio do Sul;STC - STC - Sistema de Transmissão Catarinense S.A.;2007;230/138;0;0;
SE Verona;ETES - EMPRESA DE TRANSMISSÃO DO ESPÍRITO SANTO S.A.;2010;230/138;0;0;
SE Missões;ELETROSUL - ELETROSUL Centrais Elétricas S.A.;-;230/69;0;0;
SE Sabará 3;ANGLOGOLD ASHANTI - ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO SA;2007;230/13,8;0;0;
SE Santo Angelo;ELETROSUL - ELETROSUL Centrais Elétricas S.A.;-;525/230;0;0;
